roc_auc,pr_auc,brier,threshold,precision,recall,legit_flag_rate,fraud_value_recall,alerts,target_validation_legit_flag_rate,validation_actual_legit_flag_rate
0.9299809599657858,0.3497460054908634,0.010512589644334725,0.24686948473641837,1.0,0.1759371221281741,0.0,0.4418153222109436,291,0.0002,2.207008576435328e-05
0.9299809599657858,0.3497460054908634,0.010512589644334725,0.24686948473641837,1.0,0.1759371221281741,0.0,0.4418153222109436,291,0.0005,2.207008576435328e-05
0.9299809599657858,0.3497460054908634,0.010512589644334725,0.24686948473641837,1.0,0.1759371221281741,0.0,0.4418153222109436,291,0.001,2.207008576435328e-05
0.9299809599657858,0.3497460054908634,0.010512589644334725,0.16201867218265092,0.5112866817155757,0.27388149939540507,0.00355133441595722,0.8057227987248423,886,0.002,0.0019289254958044766
0.9299809599657858,0.3497460054908634,0.010512589644334725,0.14299882356881014,0.3607636603028308,0.3313180169286578,0.007963846923543788,0.8475985173933724,1519,0.005,0.004939285194062264
