roc_auc,pr_auc,brier,threshold,precision,recall,legit_flag_rate,fraud_value_recall,alerts,model,n_features,validation_pr_auc,target_validation_legit_flag_rate
0.9169080737238662,0.3403122670239965,0.010358683639547235,0.13299513797145182,0.5098468271334792,0.28174123337363965,0.0036743598576185555,0.8115598671153366,914,transaction_only,6,0.2775179665351348,0.001
0.9199213515855683,0.34083882567498347,0.01059548011873622,0.1295442793334432,0.5435041716328963,0.2756952841596131,0.0031412496104194347,0.8115007193907917,839,transaction_plus_history,11,0.2732561853224251,0.001
0.9289608628549268,0.35298775203670985,0.010530725523817418,0.24269133550853997,0.601123595505618,0.2587666263603386,0.00232928169545462,0.8065631010872008,712,transaction_plus_relational,19,0.325190470057381,0.001
0.9999362261102295,0.9950224940304423,0.0005871145064830706,0.01875854627895947,0.8709167544783983,0.9993954050785974,0.0020094155471351476,0.9998534234451432,1898,full_with_simulator_balances,22,0.9923372008329492,0.001
