alpha,amount_scale,min_recall,mean_recall,min_precision,mean_precision,min_fraud_value_recall,mean_fraud_value_recall,min_balanced_hmean,mean_balanced_hmean,recall_range,value_recall_range,profile,selection_split
0.25,70669.965,0.25390625,0.27627118792832267,0.2090032154340836,0.28171295713773786,0.7235520075313681,0.7795790320760027,0.38220331947037106,0.40772620677893107,0.06131114130434784,0.11805160816497995,case_first,policy_selection_windows_only
0.25,70669.965,0.25390625,0.27627118792832267,0.2090032154340836,0.28171295713773786,0.7235520075313681,0.7795790320760027,0.38220331947037106,0.40772620677893107,0.06131114130434784,0.11805160816497995,balanced,policy_selection_windows_only
0.25,70669.965,0.25390625,0.27627118792832267,0.2090032154340836,0.28171295713773786,0.7235520075313681,0.7795790320760027,0.38220331947037106,0.40772620677893107,0.06131114130434784,0.11805160816497995,value_first,policy_selection_windows_only
