model,pr_auc,roc_auc,brier,threshold_at_1pct_fpr,precision_at_1pct_fpr,recall_at_1pct_fpr,fraud_value_recall_at_1pct_fpr,legit_flag_rate
logistic,0.25499483266339856,0.5946894045021189,0.08411756303748057,0.9345279541523959,0.265625,0.22077922077922077,0.6864328447310616,0.012397784225797943
lightgbm_calibrated,0.29001813582887903,0.7038782900033229,0.01651450990892713,0.11267219818791865,0.30666666666666664,0.2987012987012987,0.7941759191595148,0.013716697441308361
